Zip,NAICSIndustry,PctLoanMin
94107.0,Drinking Places (Alcoholic Beverages) ,1.7419559482904012
94107.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,1.5568381683964636
94107.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",1.5541123258390774
94108.0,Hotels (except Casino Hotels) and Motels ,6.880189109617772
94108.0,Software Publishers,5.763513616480035
94108.0,Custom Computer Programming Services ,5.419567280955797
94108.0,"All Other Professional, Scientific, and Technical Services",4.728384634167728
94108.0,Full-Service Restaurants ,4.0643687446817385
94108.0,Administrative Management and General Management Consulting Services ,3.8353816739182727
94108.0,Offices of Dentists ,3.60568909560144
94108.0,"General Freight Trucking, Local ",3.1932955243013272
94108.0,Offices of Lawyers,2.9879664177178378
94108.0,Direct Health and Medical Insurance Carriers ,2.5592060253363367
94109.0,Full-Service Restaurants ,11.63435155692436
94109.0,Religious Organizations ,8.494760414208825
94109.0,UNKNOWN,4.802703747993402
94109.0,Offices of Physicians (except Mental Health Specialists) ,4.394841267298636
94109.0,New Car Dealers ,3.0345855916463016
94109.0,Elementary and Secondary Schools ,2.5606014477756758
94109.0,Architectural Services,2.4438081162249268
94109.0,Family Clothing Stores ,2.308986563930989
94109.0,"Gift, Novelty, and Souvenir Stores ",2.308986563930989
94109.0,Mobile Food Services,2.308986563930989
94110.0,Full-Service Restaurants ,10.924283639825092
94110.0,Other Social Advocacy Organizations ,7.520341694977564
94110.0,UNKNOWN,4.296641953627386
94110.0,Media Buying Agencies,3.5772430205475647
94110.0,Facilities Support Services,3.574654255935416
94110.0,Limited-Service Restaurants ,2.8573310030437717
94110.0,Software Publishers,2.2519368237623807
94110.0,Other Individual and Family Services ,2.0356168931381733
94110.0,Offices of Real Estate Agents and Brokers,1.9663486728283583
94110.0,Civic and Social Organizations ,1.8950965194065004
94111.0,Offices of Lawyers,11.068144078774694
94111.0,Full-Service Restaurants ,6.946286320454749
94111.0,Software Publishers,6.407440173042433
94111.0,Architectural Services,5.944535533958361
94111.0,Custom Computer Programming Services ,4.0134802486282695
94111.0,Offices of Certified Public Accountants ,3.249944376104622
94111.0,Electrical Contractors and Other Wiring Installation Contractors,2.974890983349857
94111.0,Advertising Agencies,2.4447632851947807
94111.0,All Other Legal Services ,2.303585583735652
94111.0,All Other Miscellaneous Schools and Instruction ,2.2057295197293407
94112.0,Professional and Management Development Training ,7.258234852852832
94112.0,Elementary and Secondary Schools ,5.443676139639624
94112.0,Full-Service Restaurants ,5.405890204489764
94112.0,Limited-Service Restaurants ,5.035882230796185
94112.0,Religious Organizations ,4.344391067353079
94112.0,UNKNOWN,4.263810035143183
94112.0,"Highway, Street, and Bridge Construction ",3.774064376437887
94112.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.3223916797797086
94112.0,Offices of Dentists ,3.23656668176215
94112.0,Roofing Contractors ,3.136969183111304
94114.0,Full-Service Restaurants ,13.130676344558204
94114.0,UNKNOWN,5.811512792659419
94114.0,"All Other Professional, Scientific, and Technical Services",4.946540641374521
94114.0,Offices of Real Estate Agents and Brokers,3.281505752350546
94114.0,Drinking Places (Alcoholic Beverages) ,3.1520918678316616
94114.0,Child and Youth Services ,2.509129937260385
94114.0,Limited-Service Restaurants ,2.489375424317959
94114.0,Software Publishers,2.4133055839495094
94114.0,All Other Support Services,2.086398325832565
94114.0,Beauty Salons ,1.7511390741496378
94115.0,Full-Service Restaurants ,14.72059364267828
94115.0,Elementary and Secondary Schools ,7.440109025386027
94115.0,Offices of Physicians (except Mental Health Specialists) ,6.466208379604049
94115.0,UNKNOWN,5.775642027727728
94115.0,Religious Organizations ,4.311197525146064
94115.0,Civic and Social Organizations ,4.193938306860554
94115.0,Child Day Care Services ,2.872224638818717
94115.0,Software Publishers,2.245828870781128
94115.0,Nursing Care Facilities (Skilled Nursing Facilities) ,2.015029527708716
94115.0,Custom Computer Programming Services ,1.9419066171849628
94116.0,Elementary and Secondary Schools ,8.929069894387982
94116.0,Lessors of Nonresidential Buildings (except Miniwarehouses) ,7.711241715572168
94116.0,Full-Service Restaurants ,5.928375974787681
94116.0,UNKNOWN,5.884539564845468
94116.0,Offices of Dentists ,4.56767528035316
94116.0,Nursing Care Facilities (Skilled Nursing Facilities) ,4.3792236903249355
94116.0,Water and Sewer Line and Related Structures Construction ,4.3792236903249355
94116.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.7998638201567463
94116.0,Religious Organizations ,3.4005614440471685
94116.0,Child Day Care Services ,2.6590646247653003
94117.0,Full-Service Restaurants ,9.299959405669775
94117.0,UNKNOWN,8.058318656488558
94117.0,Other Individual and Family Services ,3.529359610139653
94117.0,Offices of Physicians (except Mental Health Specialists) ,3.4711831134978217
94117.0,All Other Miscellaneous Ambulatory Health Care Services ,3.122112695830504
94117.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,3.0063714637472736
94117.0,Other Grantmaking and Giving Services ,2.9568599228455645
94117.0,Child and Youth Services ,2.491898983426919
94117.0,Poultry Processing ,2.491898983426919
94117.0,Limited-Service Restaurants ,2.4082614590839446
94118.0,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",8.002823143756133
94118.0,Religious Organizations ,6.4668124876117
94118.0,Full-Service Restaurants ,5.545181621291867
94118.0,Offices of Dentists ,5.289963332324
94118.0,UNKNOWN,4.992963968309796
94118.0,Offices of Physicians (except Mental Health Specialists) ,4.960165341988242
94118.0,Offices of Mental Health Practitioners (except Physicians) ,3.6062003138032765
94118.0,Museums ,3.2011292575024526
94118.0,New Car Dealers ,3.2011292575024526
94118.0,Other Social Advocacy Organizations ,2.434458800330616
94119.0,Engineering Services,55.99296636290091
94119.0,Other Management Consulting Services ,41.8340944192235
94119.0,All Other Miscellaneous Schools and Instruction ,2.1729392178756006
94120.0,Human Resources Consulting Services ,60.739199697395115
94120.0,Engineering Services,27.040218806602024
94120.0,Other Social Advocacy Organizations ,12.22058149600285
94121.0,Full-Service Restaurants ,17.218972001961905
94121.0,Other Social Advocacy Organizations ,8.031667308669588
94121.0,UNKNOWN,4.3063745496519
94121.0,Elementary and Secondary Schools ,3.4208963036783238
94121.0,Limited-Service Restaurants ,2.9512788511554486
94121.0,Offices of Real Estate Agents and Brokers,2.3310173546220065
94121.0,Offices of Dentists ,2.0221102775655013
94121.0,Other Individual and Family Services ,1.9520612506096169
94121.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,1.894569455316396
94121.0,Residential Remodelers ,1.7816722304006014
94122.0,Full-Service Restaurants ,14.660497080425616
94122.0,UNKNOWN,7.058942067158222
94122.0,Offices of Dentists ,5.384517597787949
94122.0,Administration of Education Programs ,5.337204692547756
94122.0,Limited-Service Restaurants ,3.858652779989476
94122.0,Commercial and Institutional Building Construction ,2.1041048861595257
94122.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.0562088112486023
94122.0,Residential Remodelers ,2.021055312541137
94122.0,Religious Organizations ,1.8816074969365948
94122.0,Child Day Care Services ,1.7950940774727422
94123.0,Full-Service Restaurants ,15.8627602501369
94123.0,Nature Parks and Other Similar Institutions,8.8749336702323
94123.0,Food Service Contractors,5.476544069226948
94123.0,UNKNOWN,4.3528346688927835
94123.0,Limited-Service Restaurants ,3.9841047289685934
94123.0,Offices of Dentists ,3.4769531763343497
94123.0,Hotels (except Casino Hotels) and Motels ,3.145354805145033
94123.0,Offices of Lawyers,2.399096919551472
94123.0,Offices of Real Estate Agents and Brokers,2.2683430897836945
94123.0,Other Chemical and Allied Products Merchant Wholesalers ,1.77498673404646
94124.0,Commercial and Institutional Building Construction ,12.681108031671267
94124.0,Electrical Contractors and Other Wiring Installation Contractors,8.417231852384267
94124.0,All Other Specialty Trade Contractors,3.462647266285538
94124.0,Full-Service Restaurants ,3.299380791552096
94124.0,Other Heavy and Civil Engineering Construction ,2.3766714988711466
94124.0,Fresh Fruit and Vegetable Merchant Wholesalers ,2.1193647429155824
94124.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.1176399584564014
94124.0,"Plumbing, Heating, and Air-Conditioning Contractors ",2.1055400597810374
94124.0,UNKNOWN,2.039036701858647
94124.0,Drywall and Insulation Contractors ,1.872544917911482
94125.0,Offices of Lawyers,100.0
94126.0,Custom Computer Programming Services ,60.760407823857314
94126.0,Administrative Management and General Management Consulting Services ,28.40115062852302
94126.0,Offices of Lawyers,7.221808472778469
94126.0,Radio Networks ,3.6166330748411983
94127.0,Offices of Dentists ,11.566203602804991
94127.0,Full-Service Restaurants ,7.2453315830947735
94127.0,UNKNOWN,5.6726330240958385
94127.0,Offices of Real Estate Agents and Brokers,4.802179111179108
94127.0,Electrical Contractors and Other Wiring Installation Contractors,3.876431536548087
94127.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.3560835947789758
94127.0,Residential Remodelers ,3.239480534159609
94127.0,Software Publishers,2.8460864520433597
94127.0,Offices of Lawyers,2.713904255355578
94127.0,Custom Computer Programming Services ,2.628118825451769
94128.0,Full-Service Restaurants ,29.47739154210988
94128.0,UNKNOWN,28.394511211831045
94128.0,Mobile Food Services,19.054481357051888
94128.0,Limited-Service Restaurants ,12.140971106960404
94128.0,All Other Personal Services ,6.805171913232818
94128.0,All Other Specialty Food Stores ,2.8799487536801283
94128.0,New Single-Family Housing Construction (except For-Sale Builders) ,1.1341227303717285
94128.0,All Other Legal Services ,0.11340138476211165
94129.0,Software Publishers,9.284319633681237
94129.0,Breweries,8.084259775558264
94129.0,Other Social Advocacy Organizations ,5.8837242646513035
94129.0,Elementary and Secondary Schools ,5.8610883372797415
94129.0,Marketing Consulting Services ,4.715205146042673
94129.0,Executive Search Services ,4.178499223803136
94129.0,All Other Information Services,4.042129887779132
94129.0,"Cosmetics, Beauty Supplies, and Perfume Stores ",4.042129887779132
94129.0,Civic and Social Organizations ,3.883807744334599
94129.0,Full-Service Restaurants ,3.7070373200822417
94130.0,Engineering Services,12.326704300300744
94130.0,Other Metal Container Manufacturing ,11.163124039684279
94130.0,"Plumbing, Heating, and Air-Conditioning Contractors ",9.568392034015098
94130.0,Commercial and Institutional Building Construction ,4.784196017007549
94130.0,Distilleries ,4.784196017007549
94130.0,Elementary and Secondary Schools ,4.784196017007549
94130.0,New Single-Family Housing Construction (except For-Sale Builders) ,4.784196017007549
94130.0,Full-Service Restaurants ,4.749111912882827
94130.0,Sports and Recreation Instruction ,4.506074755218843
94130.0,All Other Consumer Goods Rental ,4.423786583726313
94131.0,Full-Service Restaurants ,7.025630815108455
94131.0,UNKNOWN,6.642208545297892
94131.0,All Other Miscellaneous Schools and Instruction ,6.580985390862248
94131.0,Residential Remodelers ,3.923634387836172
94131.0,Software Publishers,3.571404144169194
94131.0,Child Day Care Services ,3.0689512235858314
94131.0,Custom Computer Programming Services ,2.873347874012596
94131.0,Elementary and Secondary Schools ,2.658348848471236
94131.0,Other Management Consulting Services ,2.4943489992556493
94131.0,Offices of Dentists ,2.4896930592128865
94132.0,Museums ,11.20572046740761
94132.0,Religious Organizations ,8.114784959419996
94132.0,Elementary and Secondary Schools ,7.563861315500138
94132.0,Full-Service Restaurants ,6.67957589196525
94132.0,Offices of Dentists ,6.559246064156111
94132.0,Administrative Management and General Management Consulting Services ,5.770946040714918
94132.0,Fitness and Recreational Sports Centers ,5.699016521034629
94132.0,Facilities Support Services,5.602860233703805
94132.0,UNKNOWN,4.607702610434269
94132.0,Child Day Care Services ,2.5327076953240826
94133.0,Full-Service Restaurants ,16.44982229996794
94133.0,Hotels (except Casino Hotels) and Motels ,9.567550999168915
94133.0,Coastal and Great Lakes Passenger Transportation ,4.446858500439032
94133.0,"Trusts, Estates, and Agency Accounts ",4.446858500439032
94133.0,Retail Bakeries ,3.844309173629543
94133.0,UNKNOWN,3.79155109296988
94133.0,Limited-Service Restaurants ,3.103235668735708
94133.0,Architectural Services,2.4754247170940955
94133.0,Lessors of Nonresidential Buildings (except Miniwarehouses) ,2.2887224735814624
94133.0,Offices of Real Estate Agents and Brokers,2.199585861968937
94134.0,Custom Computer Programming Services ,10.869315501441038
94134.0,Religious Organizations ,7.134512058522935
94134.0,Child Day Care Services ,5.787858860365637
94134.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,5.312194435679347
94134.0,Elementary and Secondary Schools ,5.221974384242785
94134.0,Sign Manufacturing,5.221974384242785
94134.0,UNKNOWN,2.9210575871089604
94134.0,Security Guards and Patrol Services ,2.6109871921213923
94134.0,Electrical Contractors and Other Wiring Installation Contractors,2.3040238718924484
94134.0,Residential Remodelers ,2.2680235804874784
94141.0,Educational Support Services,63.741479130129136
94141.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,27.317776770055342
94141.0,Musical Groups and Artists ,5.1468512619902285
94141.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.7938928378252874
94142.0,Support Activities for Rail Transportation,100.0
94143.0,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",39.01303776709139
94143.0,Full-Service Restaurants ,31.16439482910794
94143.0,UNKNOWN,16.57455905188955
94143.0,Diagnostic Imaging Centers ,6.433249927793369
94143.0,Limited-Service Restaurants ,5.641545348039862
94143.0,Florists ,1.1732130760778947
94146.0,Lessors of Residential Buildings and Dwellings ,75.47473609000612
94146.0,Civic and Social Organizations ,24.525263909993857
94147.0,Offices of Real Estate Agents and Brokers,51.579661922302215
94147.0,UNKNOWN,14.849044635603876
94147.0,Media Representatives,13.24267479774318
94147.0,Administrative Management and General Management Consulting Services ,11.592904597099965
94147.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,8.735714047250754
94158.0,Research and Development in the Social Sciences and Humanities ,36.18699898932535
94158.0,Limousine Service,16.17993098810715
94158.0,Full-Service Restaurants ,7.868095765850222
94158.0,Research and Development in Biotechnology (except Nanobiotechnology),4.1896400583646205
94158.0,Software Publishers,3.3900487271185837
94158.0,Temporary Shelters ,3.3529932401535145
94158.0,UNKNOWN,3.2747931353375823
94158.0,Navigational Services to Shipping ,2.5330899292527738
94158.0,Services for the Elderly and Persons with Disabilities ,2.5330899292527738
94158.0,Supermarkets and Other Grocery (except Convenience) Stores ,2.5330899292527738
94164.0,"Offices of Physicians, Mental Health Specialists ",100.0
94172.0,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,68.65671641791045
94172.0,Offices of Lawyers,19.288174512055107
94172.0,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",12.055109070034444
94188.0,Limited-Service Restaurants ,36.34401474927344
94188.0,Fresh Fruit and Vegetable Merchant Wholesalers ,15.57600632111719
94188.0,Advertising Agencies,15.458853985573956
94188.0,Caterers,14.390759465715568
94188.0,Other Electric Power Generation ,9.191401330091253
94188.0,Other Activities Related to Real Estate ,7.615628690604898
94188.0,UNKNOWN,0.7268802949854688
94188.0,"General Freight Trucking, Long-Distance, Truckload ",0.6964551626382199
94203.0,Painting and Wall Covering Contractors,100.0
94249.0,Gasoline Stations with Convenience Stores ,100.0
94250.0,Sports Teams and Clubs ,97.04265542812765
94250.0,Drinking Places (Alcoholic Beverages) ,2.9573445718723397
94301.0,Custom Computer Programming Services ,9.088017838501742
94301.0,Full-Service Restaurants ,8.85021808126165
94301.0,Software Publishers,8.478963895567995
94301.0,Hotels (except Casino Hotels) and Motels ,6.160234037753827
94301.0,Offices of Dentists ,4.227649553575411
94301.0,UNKNOWN,3.943830632310748
94301.0,Computer Systems Design Services ,3.5086282501095534
94301.0,Offices of Certified Public Accountants ,3.0229715209870536
94301.0,"Data Processing, Hosting, and Related Services",2.3811976900530234
94301.0,"All Other Professional, Scientific, and Technical Services",2.2410503724222766
94302.0,Poured Concrete Foundation and Structure Contractors ,54.37045230002547
94302.0,New Single-Family Housing Construction (except For-Sale Builders) ,20.845942100128624
94302.0,"Process, Physical Distribution, and Logistics Consulting Services ",9.709009339290263
94302.0,Other Social Advocacy Organizations ,5.23509783574531
94302.0,Grantmaking Foundations ,4.442842673659224
94302.0,All Other Specialty Food Stores ,3.2311583081158
94302.0,Other Computer Related Services,2.1654974430353
94303.0,Elementary and Secondary Schools ,5.648793263691301
94303.0,Other Computer Related Services,4.398164177201863
94303.0,Computer Systems Design Services ,3.847501000184993
94303.0,Commercial and Institutional Building Construction ,3.57641635825028
94303.0,Custom Computer Programming Services ,3.5108548560328323
94303.0,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,3.26090733988166
94303.0,Administrative Management and General Management Consulting Services ,3.2462122817126344
94303.0,Child and Youth Services ,3.163916217822413
94303.0,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",2.9766699701717694
94303.0,Surgical and Medical Instrument Manufacturing ,2.9766699701717694
94304.0,All Other Transit and Ground Passenger Transportation ,28.918029965547433
94304.0,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",13.591474083807292
94304.0,All Other Miscellaneous Schools and Instruction ,6.134670876891232
94304.0,All Other Information Services,5.783605993109488
94304.0,Pharmacies and Drug Stores ,5.783605993109488
94304.0,UNKNOWN,3.1603184719968374
94304.0,Beauty Salons ,2.891802996554744
94304.0,Full-Service Restaurants ,2.6026226968992687
94304.0,Custom Computer Programming Services ,2.189060976460821
94304.0,Offices of Lawyers,2.1331847492565514
94305.0,Solid Waste Collection ,26.74971898015851
94305.0,Educational Support Services,9.59710367738739
94305.0,Child Day Care Services ,9.362401643055478
94305.0,Full-Service Restaurants ,5.6764241161845375
94305.0,Custom Computer Programming Services ,5.414157031437952
94305.0,All Other Miscellaneous Schools and Instruction ,4.012457847023776
94305.0,"Colleges, Universities, and Professional Schools ",4.012457847023776
94305.0,Fitness and Recreational Sports Centers ,4.012457847023776
94305.0,Religious Organizations ,4.012457847023776
94305.0,Support Activities for Forestry,3.329002527080726
94306.0,Software Publishers,10.32630450085008
94306.0,Full-Service Restaurants ,6.040558028651169
94306.0,Limited-Service Restaurants ,4.960288447900887
94306.0,Custom Computer Programming Services ,4.647998961896423
94306.0,Hotels (except Casino Hotels) and Motels ,3.698216236957411
94306.0,UNKNOWN,3.5290477201224117
94306.0,"Data Processing, Hosting, and Related Services",3.4601015408931213
94306.0,Offices of All Other Miscellaneous Health Practitioners ,3.3302102759667553
94306.0,Other Computer Related Services,3.109627637216649
94306.0,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",3.073172892909204
94309.0,Software Publishers,51.08963142480186
94309.0,Other Management Consulting Services ,48.91036857519814
94401.0,Full-Service Restaurants ,9.893369026948783
94401.0,Drugs and Druggists' Sundries Merchant Wholesalers ,6.779938164273662
94401.0,Employment Placement Agencies ,6.779938164273662
94401.0,Limited-Service Restaurants ,6.423425312932329
94401.0,Offices of Dentists ,5.26098725970863
94401.0,UNKNOWN,4.2362759618422725
94401.0,Offices of Physicians (except Mental Health Specialists) ,3.4182355528554016
94401.0,"Data Processing, Hosting, and Related Services",3.198368029614457
94401.0,All Other Personal Services ,3.163555759116177
94401.0,Custom Computer Programming Services ,3.0612668320317806
94402.0,Custom Computer Programming Services ,10.098713451639387
94402.0,Limited-Service Restaurants ,5.186187040830942
94402.0,Software Publishers,5.01774759751522
94402.0,Offices of Lawyers,4.2075014496542105
94402.0,UNKNOWN,4.126887689381928
94402.0,"All Other Professional, Scientific, and Technical Services",3.7087714029042687
94402.0,Home Health Care Services,3.5312553529147035
94402.0,Administrative Management and General Management Consulting Services ,2.91296625708784
94402.0,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing ",2.8665835027220457
94402.0,Temporary Help Services,2.5143162225312903
94403.0,"Plumbing, Heating, and Air-Conditioning Contractors ",8.753077544301009
94403.0,Consumer Lending ,8.475778318996795
94403.0,UNKNOWN,3.858438057028628
94403.0,Custom Computer Programming Services ,3.5609975684800736
94403.0,Administration of Education Programs ,3.3903113275987184
94403.0,"Colleges, Universities, and Professional Schools ",3.3903113275987184
94403.0,Electronic Computer Manufacturing ,3.3903113275987184
94403.0,Full-Service Restaurants ,2.7840213934828704
94403.0,Insurance Agencies and Brokerages ,2.778173665844132
94403.0,Offices of Lawyers,2.52538696779138
94404.0,Lessors of Residential Buildings and Dwellings ,11.949759714613831
94404.0,Software Publishers,8.694851065553111
94404.0,Industrial Building Construction ,8.28595422063643
94404.0,Limited-Service Restaurants ,6.501586034727096
94404.0,New Housing For-Sale Builders ,5.880734010387815
94404.0,Custom Computer Programming Services ,5.494887408112929
94404.0,Administrative Management and General Management Consulting Services ,3.1683307187395857
94404.0,Engineering Services,2.365087670260785
94404.0,Travel Agencies,2.358474255600043
94404.0,Land Subdivision ,2.352293604155126
94501.0,Engineering Services,8.693114851341306
94501.0,Other Heavy and Civil Engineering Construction ,5.213356698478922
94501.0,Full-Service Restaurants ,5.02212339266563
94501.0,Offices of Lawyers,4.882147424123388
94501.0,Offices of Dentists ,2.8645881516424976
94501.0,UNKNOWN,2.82737491958078
94501.0,Architectural Services,2.6209711107098834
94501.0,Elementary and Secondary Schools ,2.606678349239461
94501.0,Nursing Care Facilities (Skilled Nursing Facilities) ,2.458576269477732
94501.0,Commercial and Institutional Building Construction ,2.450277648285093
94502.0,Pulp Mills ,8.48062662073161
94502.0,All Other Outpatient Care Centers ,8.440049395254048
94502.0,Civic and Social Organizations ,8.440049395254048
94502.0,Commercial Bakeries ,8.440049395254048
94502.0,UNKNOWN,7.127448693279438
94502.0,Other Specialized Design Services,4.220024697627023
94502.0,Full-Service Restaurants ,4.053686305134241
94502.0,Hotels (except Casino Hotels) and Motels ,3.587020992982969
94502.0,Administrative Management and General Management Consulting Services ,3.1269665605217645
94502.0,Offices of Lawyers,2.556436101501381
94503.0,UNKNOWN,10.043880287252898
94503.0,Offices of Dentists ,6.317553520440402
94503.0,Full-Service Restaurants ,6.007270817828733
94503.0,Limited-Service Restaurants ,4.7314111416460936
94503.0,"General Freight Trucking, Local ",2.9876227067272247
94503.0,"Specialized Freight (except Used Goods) Trucking, Local ",2.5619578744230167
94503.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.561939255543116
94503.0,Hotels (except Casino Hotels) and Motels ,2.5358914425611547
94503.0,Supermarkets and Other Grocery (except Convenience) Stores ,2.5072556052729094
94503.0,General Automotive Repair ,2.3558841116750955
94505.0,Electrical Contractors and Other Wiring Installation Contractors,9.445349342284509
94505.0,Commercial and Institutional Building Construction ,8.379746220045083
94505.0,UNKNOWN,7.865812477839485
94505.0,Offices of Dentists ,6.007241891085213
94505.0,"Plumbing, Heating, and Air-Conditioning Contractors ",3.1570730064123897
94505.0,Full-Service Restaurants ,3.156648272031659
94505.0,Religious Organizations ,3.1502325474385167
94505.0,All Other Personal Services ,3.06638103890584
94505.0,Hotels (except Casino Hotels) and Motels ,2.7131361607844435
94505.0,Marketing Consulting Services ,2.4017835052677485
94506.0,UNKNOWN,13.957675949512167
94506.0,Elementary and Secondary Schools ,7.117764254106892
94506.0,Full-Service Restaurants ,6.888766757556285
94506.0,Human Resources Consulting Services ,6.655549642532309
94506.0,"All Other Professional, Scientific, and Technical Services",3.9715500650359177
94506.0,Freight Transportation Arrangement ,3.4664298869690304
94506.0,Offices of Dentists ,3.18491454635489
94506.0,Offices of Physicians (except Mental Health Specialists) ,3.130929918983389
94506.0,Offices of Real Estate Agents and Brokers,2.7940267614666117
94506.0,Limited-Service Restaurants ,2.3487061977716537
94507.0,Furniture Stores ,17.320241207350676
94507.0,"Highway, Street, and Bridge Construction ",6.544026272218512
94507.0,Full-Service Restaurants ,3.9459627698062234
94507.0,All Other Miscellaneous Ambulatory Health Care Services ,3.762815106525645
94507.0,Golf Courses and Country Clubs,3.272013136109256
94507.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.812540691471113
94507.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,2.297941369515802
94507.0,"All Other Professional, Scientific, and Technical Services",2.292755883097697
94507.0,UNKNOWN,2.2887061124391344
94507.0,Assisted Living Facilities for the Elderly ,2.1268085384710163
94508.0,Wineries ,22.135332544178468
94508.0,Grape Vineyards ,11.453960538486779
94508.0,Electrical Contractors and Other Wiring Installation Contractors,8.551378388375369
94508.0,Commercial and Institutional Building Construction ,7.614603390523474
94508.0,"Process, Physical Distribution, and Logistics Consulting Services ",6.06825356446861
94508.0,Diagnostic Imaging Centers ,5.766072284733106
94508.0,Offices of Dentists ,3.843396656230576
94508.0,Computer and Office Machine Repair and Maintenance ,2.8629689077484985
94508.0,All Other Animal Production ,2.7146147089650268
94508.0,Landscape Architectural Services,2.4302202962773434
94509.0,Offices of Dentists ,9.559482211946793
94509.0,UNKNOWN,5.816798671807077
94509.0,Full-Service Restaurants ,4.139305189197732
94509.0,Offices of Physicians (except Mental Health Specialists) ,3.5910370557230795
94509.0,"Plumbing, Heating, and Air-Conditioning Contractors ",3.533786513493537
94509.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.198315366150956
94509.0,General Automotive Repair ,2.7034897227990142
94509.0,Limited-Service Restaurants ,2.204157009145617
94509.0,All Other Business Support Services ,1.9899368023132435
94509.0,Janitorial Services ,1.8548245091365667
94510.0,Full-Service Restaurants ,6.319530790820142
94510.0,Offices of Dentists ,3.570441791263045
94510.0,Offices of Physicians (except Mental Health Specialists) ,2.9715841751236933
94510.0,Other Management Consulting Services ,2.5569111508128235
94510.0,UNKNOWN,2.311008315971038
94510.0,"Plumbing, Heating, and Air-Conditioning Contractors ",2.2617132189152205
94510.0,Engineering Services,2.106756503294754
94510.0,General Automotive Repair ,2.106026407672513
94510.0,Insurance Agencies and Brokerages ,1.8795217358558407
94510.0,Offices of Lawyers,1.7810297681368632
94511.0,Gasoline Stations with Convenience Stores ,20.83448845420019
94511.0,"Offices of Physicians, Mental Health Specialists ",17.40155905291226
94511.0,Full-Service Restaurants ,17.234503127977494
94511.0,Marinas,13.806327934732508
94511.0,Other Electronic and Precision Equipment Repair and Maintenance ,12.973279714169507
94511.0,Soap and Other Detergent Manufacturing ,6.714969580054138
94511.0,Other Chemical and Allied Products Merchant Wholesalers ,5.910426648856947
94511.0,UNKNOWN,3.827117515680005
94511.0,Painting and Wall Covering Contractors,1.2973279714169508
94512.0,All Other Amusement and Recreation Industries ,59.650715718913595
94512.0,All Other Grain Farming ,34.16899261301857
94512.0,All Other Miscellaneous Crop Farming ,6.180291668067839
94513.0,UNKNOWN,9.040782159697052
94513.0,Offices of Dentists ,6.886970505403697
94513.0,Full-Service Restaurants ,3.712251835836714
94513.0,New Single-Family Housing Construction (except For-Sale Builders) ,2.9890588470378465
94513.0,Offices of Real Estate Agents and Brokers,2.5335579590201234
94513.0,All Other Specialty Trade Contractors,2.350232659501456
94513.0,Limited-Service Restaurants ,2.2756867189963224
94513.0,General Automotive Repair ,1.7466497097420095
94513.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,1.7132813146942054
94513.0,Beauty Salons ,1.5036577086008394
94514.0,"Highway, Street, and Bridge Construction ",23.03110519646887
94514.0,Ready-Mix Concrete Manufacturing,14.859112800965136
94514.0,Poured Concrete Foundation and Structure Contractors ,8.743711324256495
94514.0,Materials Recovery Facilities ,7.989624340733192
94514.0,Wineries ,6.563937184302655
94514.0,Religious Organizations ,5.788298607024224
94514.0,Landscape Architectural Services,4.81486672259214
94514.0,Snack and Nonalcoholic Beverage Bars ,4.649455505547714
94514.0,Tile and Terrazzo Contractors,4.340950457885489
94514.0,Full-Service Restaurants ,4.152674859649076
94515.0,Wineries ,31.118269061234063
94515.0,Hotels (except Casino Hotels) and Motels ,5.561538471617465
94515.0,Full-Service Restaurants ,5.028852250917488
94515.0,UNKNOWN,4.310454205440786
94515.0,Landscaping Services,4.207588204725033
94515.0,New Single-Family Housing Construction (except For-Sale Builders) ,3.039561808493473
94515.0,"Plumbing, Heating, and Air-Conditioning Contractors ",2.1460709949679284
