Zip,NAICSIndustry,LoanMin,LoanMax,RecipientCount
93704.0,All Other Information Services,7958.0,7958.0,1
93704.0,All Other Legal Services ,98574.0,98574.0,2
93704.0,All Other Miscellaneous Crop Farming ,432913.0,1082913.0,2
93704.0,All Other Miscellaneous Food Manufacturing ,543001.0,943001.0,2
93704.0,All Other Miscellaneous Manufacturing ,38465.0,38465.0,1
93704.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,177700.0,177700.0,4
93704.0,All Other Personal Services ,116826.0,116826.0,5
93704.0,"All Other Professional, Scientific, and Technical Services",164235.42,164235.42,6
93704.0,All Other Specialty Food Stores ,39292.0,39292.0,2
93704.0,All Other Specialty Trade Contractors,350000.0,1000000.0,0
93704.0,All Other Support Activities for Transportation ,14842.0,14842.0,1
93704.0,All Other Support Services,350000.0,1000000.0,0
93704.0,All Other Telecommunications ,28855.0,28855.0,3
93704.0,Appliance Repair and Maintenance ,58398.8,58398.8,2
93704.0,Architectural Services,68510.0,68510.0,2
93704.0,Assisted Living Facilities for the Elderly ,150000.0,350000.0,0
93704.0,Barber Shops ,161521.46,361521.46,2
93704.0,Beauty Salons ,373072.99,573072.99,11
93704.0,"Beer, Wine, and Liquor Stores ",72917.0,72917.0,1
93704.0,Breweries,150000.0,350000.0,0
93704.0,Civic and Social Organizations ,150000.0,350000.0,0
93704.0,Coin-Operated Laundries and Drycleaners ,37500.0,37500.0,1
93704.0,Commercial Printing (except Screen and Books) ,68667.0,68667.0,1
93704.0,Commercial and Institutional Building Construction ,150000.0,350000.0,0
93704.0,Computer Systems Design Services ,86400.0,86400.0,1
93704.0,Computer and Office Machine Repair and Maintenance ,81725.57,81725.57,1
93704.0,Confectionery Merchant Wholesalers ,47703.0,47703.0,1
93704.0,Consumer Electronics Repair and Maintenance ,19505.0,19505.0,1
93704.0,Convenience Stores ,20416.0,20416.0,1
93704.0,Custom Computer Programming Services ,39628.0,39628.0,2
93704.0,Dental Laboratories ,70050.0,70050.0,2
93704.0,Drinking Places (Alcoholic Beverages) ,28967.0,28967.0,2
93704.0,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",29872.0,29872.0,1
93704.0,Electrical Contractors and Other Wiring Installation Contractors,138819.0,138819.0,3
93704.0,Elementary and Secondary Schools ,16500.0,16500.0,1
93704.0,Engineering Services,154827.0,354827.0,1
93704.0,Exam Preparation and Tutoring ,29687.0,29687.0,1
93704.0,Executive Search Services ,70000.0,70000.0,1
93704.0,Farm Management Services ,350000.0,1000000.0,0
93704.0,Fitness and Recreational Sports Centers ,30800.0,30800.0,1
93704.0,Flooring Contractors,7894.0,7894.0,1
93704.0,Florists ,3870.0,3870.0,1
93704.0,Food Service Contractors,18400.0,18400.0,1
93704.0,Fresh Fruit and Vegetable Merchant Wholesalers ,174640.0,174640.0,2
93704.0,Full-Service Restaurants ,3307705.0,7807705.0,7
93704.0,Furniture Stores ,20484.0,20484.0,1
93704.0,Gasoline Stations with Convenience Stores ,54022.0,54022.0,2
93704.0,"General Freight Trucking, Local ",79360.0,79360.0,1
93704.0,General Rental Centers,41000.0,41000.0,1
93704.0,Grantmaking Foundations ,150000.0,350000.0,0
93704.0,Grape Vineyards ,43243.78,43243.78,1
93704.0,Health and Welfare Funds ,101174.0,101174.0,1
93704.0,Home Health Care Services,700000.0,2000000.0,0
93704.0,"Independent Artists, Writers, and Performers ",24414.0,24414.0,2
93704.0,Industrial and Personal Service Paper Merchant Wholesalers ,36300.0,36300.0,1
93704.0,Insurance Agencies and Brokerages ,659393.0,859393.0,12
93704.0,Interior Design Services,1375.0,1375.0,1
93704.0,Investment Advice ,185399.0,385399.0,2
93704.0,Investment Banking and Securities Dealing ,29200.0,29200.0,1
93704.0,Janitorial Services ,37178.41,37178.41,4
93704.0,Jewelry Stores ,243066.66,243066.66,2
93704.0,Land Subdivision ,2980.0,2980.0,1
93704.0,Landscaping Services,200022.0,400022.0,3
93704.0,Lessors of Nonresidential Buildings (except Miniwarehouses) ,4100.0,4100.0,1
93704.0,Lessors of Other Real Estate Property ,56775.0,56775.0,3
93704.0,Lessors of Residential Buildings and Dwellings ,245150.0,445150.0,3
93704.0,Limited-Service Restaurants ,150000.0,350000.0,0
93704.0,Local Messengers and Local Delivery,150000.0,350000.0,0
93704.0,Marketing Consulting Services ,249188.0,449188.0,3
93704.0,Miscellaneous Financial Investment Activities ,35935.0,35935.0,2
93704.0,Miscellaneous Intermediation ,88289.0,88289.0,4
93704.0,Mortgage and Nonmortgage Loan Brokers ,74643.0,74643.0,2
93704.0,Motion Picture and Video Production ,25000.0,25000.0,1
93704.0,Music Publishers,90667.0,90667.0,1
93704.0,Nail Salons ,23849.0,23849.0,2
93704.0,New Car Dealers ,3150000.0,7350000.0,0
93704.0,New Housing For-Sale Builders ,350000.0,1000000.0,0
93704.0,New Single-Family Housing Construction (except For-Sale Builders) ,7072.0,7072.0,1
93704.0,Nonresidential Property Managers ,255702.0,455702.0,1
93704.0,"Nursery, Garden Center, and Farm Supply Stores ",92000.0,92000.0,1
93704.0,Nursing Care Facilities (Skilled Nursing Facilities) ,23868.0,23868.0,1
93704.0,Office Administrative Services,222702.0,422702.0,2
93704.0,Offices of All Other Miscellaneous Health Practitioners ,44333.0,44333.0,3
93704.0,Offices of Certified Public Accountants ,442514.0,642514.0,6
93704.0,Offices of Chiropractors ,201123.0,401123.0,1
93704.0,Offices of Dentists ,1138437.63,1538437.63,16
93704.0,Offices of Lawyers,3780838.5,8630838.5,20
93704.0,Offices of Mental Health Practitioners (except Physicians) ,100160.0,100160.0,5
93704.0,Offices of Optometrists,222465.0,222465.0,3
93704.0,Offices of Physicians (except Mental Health Specialists) ,594936.0,994936.0,8
93704.0,"Offices of Physicians, Mental Health Specialists ",51367.0,51367.0,3
93704.0,Offices of Real Estate Agents and Brokers,276931.32,276931.32,13
93704.0,Offices of Real Estate Appraisers ,27500.0,27500.0,1
93704.0,Optical Goods Stores ,8505.0,8505.0,1
93704.0,Other Accounting Services ,46437.0,46437.0,3
93704.0,Other Activities Related to Real Estate ,18164.55,18164.55,2
93704.0,Other Clothing Stores ,108092.5,108092.5,1
93704.0,Other Electronic and Precision Equipment Repair and Maintenance ,3820.0,3820.0,1
93704.0,Other Financial Vehicles ,8000.0,8000.0,1
93704.0,Other Gasoline Stations ,2000000.0,5000000.0,0
93704.0,Other Management Consulting Services ,2500000.0,6350000.0,0
93704.0,Other Miscellaneous Durable Goods Merchant Wholesalers ,7500.0,7500.0,1
93704.0,Other Noncitrus Fruit Farming ,1142495.0,2142495.0,1
93704.0,Other Performing Arts Companies ,20435.0,20435.0,1
93704.0,Other Personal Care Services ,2521.0,2521.0,1
93704.0,Other Services Related to Advertising ,118715.0,118715.0,1
93704.0,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",3100.0,3100.0,1
93704.0,Other Specialized Design Services,20800.0,20800.0,1
93704.0,Other Support Activities for Air Transportation,2500.0,2500.0,1
93704.0,Other Technical and Trade Schools ,6776.72,6776.72,1
93704.0,Outpatient Mental Health and Substance Abuse Centers ,57960.0,57960.0,1
93704.0,Painting and Wall Covering Contractors,20833.0,20833.0,1
93704.0,"Photography Studios, Portrait ",35016.0,35016.0,3
93704.0,"Plumbing, Heating, and Air-Conditioning Contractors ",3300.0,3300.0,1
93704.0,Portfolio Management ,219657.78,219657.78,5
93704.0,Postal Service,15400.0,15400.0,1
93704.0,Potato Farming ,108300.0,108300.0,1
93704.0,Public Finance Activities ,20833.0,20833.0,1
93704.0,Religious Organizations ,117034.41,117034.41,5
93704.0,Residential Property Managers ,1000000.0,2000000.0,0
93704.0,Residential Remodelers ,232081.57,232081.57,4
93704.0,Securities Brokerage ,21100.0,21100.0,1
93704.0,Shoe Stores ,33407.0,33407.0,1
93704.0,Snack and Nonalcoholic Beverage Bars ,664582.0,1514582.0,2
93704.0,Software Publishers,361538.45,1011538.45,1
93704.0,"Soil Preparation, Planting, and Cultivating ",24800.0,24800.0,1
93704.0,Specialty (except Psychiatric and Substance Abuse) Hospitals ,39900.0,39900.0,1
93704.0,Supermarkets and Other Grocery (except Convenience) Stores ,102788.0,102788.0,3
93704.0,Tax Preparation Services ,85685.0,85685.0,3
93704.0,Taxi Service ,2605.76,2605.76,1
93704.0,Temporary Help Services,300000.0,700000.0,0
93704.0,Tile and Terrazzo Contractors,61550.0,61550.0,1
93704.0,Tire and Tube Merchant Wholesalers ,150000.0,350000.0,0
93704.0,Tobacco Stores ,77600.0,77600.0,1
93704.0,Tree Nut Farming ,37536.0,37536.0,2
93704.0,UNKNOWN,1540174.26,2790174.26,28
93704.0,Veterinary Services ,119666.0,119666.0,2
93705.0,All Other Amusement and Recreation Industries ,150000.0,350000.0,0
93705.0,All Other Legal Services ,11484.0,11484.0,1
93705.0,All Other Miscellaneous Crop Farming ,5703064.37,12003064.37,2
93705.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,16400.0,16400.0,2
93705.0,All Other Personal Services ,1338.75,1338.75,1
93705.0,All Other Specialty Trade Contractors,21756.0,21756.0,2
93705.0,All Other Traveler Accommodation ,14270.0,14270.0,1
93705.0,Assisted Living Facilities for the Elderly ,124900.0,124900.0,1
93705.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",6135.0,6135.0,1
93705.0,Automotive Parts and Accessories Stores ,49529.0,49529.0,2
93705.0,Beauty Salons ,6701.0,6701.0,2
93705.0,"Beer, Wine, and Liquor Stores ",17102.0,17102.0,2
93705.0,Caterers,9167.0,9167.0,1
93705.0,Child Day Care Services ,18015.0,18015.0,1
93705.0,Civic and Social Organizations ,37500.0,37500.0,1
93705.0,Convenience Stores ,27262.0,27262.0,2
93705.0,Dental Laboratories ,131210.0,131210.0,1
93705.0,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",125000.0,125000.0,1
93705.0,Elementary and Secondary Schools ,1150000.0,2350000.0,0
93705.0,Fabricated Structural Metal Manufacturing ,77850.06,77850.06,1
93705.0,Floriculture Production ,7202.0,7202.0,1
93705.0,Freight Transportation Arrangement ,67500.0,67500.0,1
93705.0,Full-Service Restaurants ,115366.84,115366.84,3
93705.0,Gasoline Stations with Convenience Stores ,20797.0,20797.0,2
93705.0,General Automotive Repair ,204677.0,204677.0,3
93705.0,"General Freight Trucking, Local ",280875.0,480875.0,5
93705.0,"General Freight Trucking, Long-Distance, Truckload ",9750.0,9750.0,1
93705.0,Insurance Agencies and Brokerages ,107500.0,107500.0,1
93705.0,Janitorial Services ,2922.5,2922.5,1
93705.0,Landscaping Services,6912.0,6912.0,1
93705.0,Lessors of Residential Buildings and Dwellings ,8208.0,8208.0,1
93705.0,Limited-Service Restaurants ,118771.0,118771.0,3
93705.0,Masonry Contractors ,66595.0,66595.0,1
93705.0,Nail Salons ,33976.0,33976.0,1
93705.0,Natural Gas Distribution ,85000.0,85000.0,1
93705.0,New Single-Family Housing Construction (except For-Sale Builders) ,30099.0,30099.0,3
93705.0,Nonchocolate Confectionery Manufacturing,12000.0,12000.0,1
93705.0,Offices of Dentists ,72500.0,72500.0,1
93705.0,Offices of Lawyers,30959.0,30959.0,1
93705.0,Offices of Other Holding Companies ,12215.0,12215.0,1
93705.0,Offices of Physicians (except Mental Health Specialists) ,135442.0,135442.0,2
93705.0,Offices of Real Estate Agents and Brokers,16872.0,16872.0,2
93705.0,Other Accounting Services ,7140.0,7140.0,1
93705.0,Other Activities Related to Credit Intermediation ,24500.0,24500.0,1
93705.0,Other Automotive Mechanical and Electrical Repair and Maintenance ,15614.0,15614.0,1
93705.0,Other Management Consulting Services ,6052.0,6052.0,1
93705.0,Other Miscellaneous Durable Goods Merchant Wholesalers ,57890.0,57890.0,2
93705.0,Painting and Wall Covering Contractors,113500.0,113500.0,1
93705.0,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,350000.0,1000000.0,0
93705.0,Postal Service,62500.0,62500.0,1
93705.0,Religious Organizations ,3652.5,3652.5,1
93705.0,Residential Electric Lighting Fixture Manufacturing ,20833.0,20833.0,1
93705.0,Residential Property Managers ,487500.0,1137500.0,1
93705.0,Security Guards and Patrol Services ,1000000.0,2000000.0,0
93705.0,Services for the Elderly and Persons with Disabilities ,150000.0,350000.0,0
93705.0,Supermarkets and Other Grocery (except Convenience) Stores ,18150.0,18150.0,1
93705.0,Support Activities for Rail Transportation,150000.0,350000.0,0
93705.0,Tax Preparation Services ,20833.0,20833.0,1
93705.0,Tire Dealers ,121100.0,121100.0,2
93705.0,UNKNOWN,32211.47,32211.47,5
93705.0,Used Car Dealers ,7674.79,7674.79,1
93705.0,Veterinary Services ,55000.0,55000.0,1
93706.0,Administrative Management and General Management Consulting Services ,96415.0,96415.0,1
93706.0,All Other Business Support Services ,184630.0,184630.0,4
93706.0,All Other General Merchandise Stores ,9491.0,9491.0,1
93706.0,All Other Health and Personal Care Stores ,21950.0,21950.0,1
93706.0,All Other Miscellaneous Crop Farming ,1358670.94,2358670.94,14
93706.0,All Other Miscellaneous Food Manufacturing ,57051.0,57051.0,1
93706.0,All Other Miscellaneous Manufacturing ,105447.5,105447.5,1
93706.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,273713.0,473713.0,5
93706.0,All Other Miscellaneous Waste Management Services ,150000.0,350000.0,0
93706.0,All Other Personal Services ,73867.70999999999,73867.70999999999,2
93706.0,All Other Publishers ,3543.0,3543.0,1
93706.0,All Other Specialty Trade Contractors,318680.0,718680.0,1
93706.0,All Other Support Activities for Transportation ,36674.0,36674.0,2
93706.0,All Other Support Services,189564.32,189564.32,3
93706.0,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",150000.0,350000.0,0
93706.0,Automobile Driving Schools ,79090.0,79090.0,3
93706.0,Automotive Glass Replacement Shops ,47771.0,47771.0,1
93706.0,Automotive Parts and Accessories Stores ,32864.0,32864.0,1
93706.0,Automotive Transmission Repair ,86855.35,86855.35,3
93706.0,Beauty Salons ,7894.54,7894.54,1
93706.0,Beef Cattle Ranching and Farming ,144338.34,144338.34,3
93706.0,"Beer, Wine, and Liquor Stores ",387344.0,1037344.0,1
93706.0,"Book, Periodical, and Newspaper Merchant Wholesalers ",1000000.0,2000000.0,0
93706.0,Books Printing ,350000.0,1000000.0,0
93706.0,Breweries,117520.0,117520.0,1
93706.0,Cemeteries and Crematories ,140740.0,140740.0,1
93706.0,Child Day Care Services ,53713.78,53713.78,2
93706.0,Clothing Accessories Stores ,50900.0,50900.0,1
93706.0,Commercial Bakeries ,18354.0,18354.0,1
93706.0,Commercial Printing (except Screen and Books) ,123500.0,123500.0,1
93706.0,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,841292.0,1891292.0,3
93706.0,Commercial and Institutional Building Construction ,2350000.0,6000000.0,0
93706.0,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,38000.0,38000.0,1
93706.0,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ,92767.0,92767.0,2
93706.0,Convenience Stores ,21858.0,21858.0,2
93706.0,Corn Farming ,46800.0,46800.0,1
93706.0,Couriers and Express Delivery Services,350000.0,1000000.0,0
93706.0,"Crop Harvesting, Primarily by Machine ",43305.0,43305.0,2
93706.0,Dairy Cattle and Milk Production,1179873.12,2679873.12,4
93706.0,Document Preparation Services,5000.0,5000.0,1
93706.0,Dried and Dehydrated Food Manufacturing ,350000.0,1000000.0,0
93706.0,Drywall and Insulation Contractors ,117846.03,117846.03,1
93706.0,Electrical Contractors and Other Wiring Installation Contractors,150000.0,350000.0,0
93706.0,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",106223.0,106223.0,1
93706.0,Elementary and Secondary Schools ,1000000.0,2000000.0,0
93706.0,Exterminating and Pest Control Services,59617.0,59617.0,1
93706.0,Fabricated Pipe and Pipe Fitting Manufacturing ,150000.0,350000.0,0
93706.0,Fabricated Structural Metal Manufacturing ,16337.84,16337.84,1
93706.0,Farm Machinery and Equipment Manufacturing ,1232.0,1232.0,1
93706.0,Farm Management Services ,217891.0,417891.0,2
93706.0,Florists ,9640.0,9640.0,1
93706.0,Food Product Machinery Manufacturing ,350000.0,1000000.0,0
93706.0,Food Service Contractors,22365.0,22365.0,1
93706.0,Footwear Merchant Wholesalers ,54352.0,54352.0,2
93706.0,Freight Transportation Arrangement ,338836.5,338836.5,3
93706.0,Fresh Fruit and Vegetable Merchant Wholesalers ,50000.0,50000.0,1
93706.0,"Frozen Fruit, Juice, and Vegetable Manufacturing ",1000000.0,2000000.0,0
93706.0,Fruit and Vegetable Markets ,2000.0,2000.0,1
93706.0,Full-Service Restaurants ,12030.75,12030.75,2
93706.0,Funeral Homes and Funeral Services ,166000.0,166000.0,2
93706.0,Furniture Merchant Wholesalers ,3190.42,3190.42,1
93706.0,Furniture Stores ,38599.0,38599.0,1
93706.0,Gasoline Stations with Convenience Stores ,113875.0,113875.0,3
93706.0,General Automotive Repair ,254292.0,454292.0,5
93706.0,"General Freight Trucking, Local ",1404416.0,3304416.0,7
93706.0,"General Freight Trucking, Long-Distance, Less Than Truckload ",3090.0,3090.0,1
93706.0,"General Freight Trucking, Long-Distance, Truckload ",972731.5700000001,2272731.5700000003,5
93706.0,General Line Grocery Merchant Wholesalers ,232900.0,432900.0,1
93706.0,Grape Vineyards ,2704009.08,4904009.08,12
93706.0,Hardware Stores ,73566.0,73566.0,1
93706.0,Hay Farming ,150000.0,350000.0,0
93706.0,"Highway, Street, and Bridge Construction ",104229.0,104229.0,1
93706.0,Home Centers ,15696.57,15696.57,1
93706.0,Home and Garden Equipment Repair and Maintenance ,62105.0,62105.0,1
93706.0,Hotels (except Casino Hotels) and Motels ,185714.9,185714.9,4
93706.0,Industrial Building Construction ,20833.0,20833.0,1
93706.0,Industrial Machinery and Equipment Merchant Wholesalers ,703900.0,1753900.0,1
93706.0,Industrial Supplies Merchant Wholesalers,1000000.0,2000000.0,0
93706.0,Insurance Agencies and Brokerages ,100830.0,100830.0,1
93706.0,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,1000000.0,2000000.0,0
93706.0,Janitorial Services ,73556.0,73556.0,4
93706.0,Jewelry Stores ,10767.0,10767.0,1
93706.0,Landscaping Services,3644.0,3644.0,1
93706.0,Limited-Service Restaurants ,58034.479999999996,58034.479999999996,3
93706.0,Livestock Merchant Wholesalers ,62942.0,62942.0,2
93706.0,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",150000.0,350000.0,0
93706.0,Machine Shops,119100.0,119100.0,1
93706.0,Machine Tool Manufacturing ,32599.52,32599.52,1
93706.0,Manufactured Home (Mobile Home) Manufacturing ,138600.0,138600.0,1
93706.0,Mattress Manufacturing,1000000.0,2000000.0,0
93706.0,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",12538.8,12538.8,1
93706.0,Meat Markets ,13926.0,13926.0,1
93706.0,Meat Processed from Carcasses ,73400.0,73400.0,1
93706.0,Meat and Meat Product Merchant Wholesalers ,272400.0,472400.0,1
93706.0,Motor Vehicle Body Manufacturing ,2054900.0,5054900.0,1
93706.0,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,48548.06,48548.06,2
93706.0,Motor Vehicle Towing,233561.0,233561.0,3
93706.0,Museums ,34000.0,34000.0,1
93706.0,New Car Dealers ,7525.0,7525.0,1
93706.0,New Single-Family Housing Construction (except For-Sale Builders) ,150000.0,350000.0,0
93706.0,Nursery and Tree Production ,44383.0,44383.0,1
93706.0,Nursing Care Facilities (Skilled Nursing Facilities) ,373275.0,1023275.0,1
93706.0,Offices of Dentists ,18000.0,18000.0,1
93706.0,Offices of Physicians (except Mental Health Specialists) ,105411.0,105411.0,1
93706.0,Offices of Real Estate Agents and Brokers,20437.0,20437.0,1
93706.0,Ornamental and Architectural Metal Work Manufacturing ,34227.0,34227.0,1
93706.0,Other Accounting Services ,24174.0,24174.0,1
93706.0,Other Activities Related to Real Estate ,87500.0,87500.0,1
93706.0,Other Airport Operations ,76053.0,76053.0,2
93706.0,Other Automotive Mechanical and Electrical Repair and Maintenance ,236160.0,236160.0,5
93706.0,Other Building Finishing Contractors,150000.0,350000.0,0
93706.0,Other Building Material Dealers ,6318.0,6318.0,1
93706.0,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,110500.0,110500.0,1
93706.0,Other Direct Selling Establishments ,104582.0,104582.0,1
93706.0,Other Electronic Parts and Equipment Merchant Wholesalers ,30095.0,30095.0,1
93706.0,Other Engine Equipment Manufacturing ,103900.0,103900.0,1
93706.0,"Other Foundation, Structure, and Building Exterior Contractors ",27545.0,27545.0,1
93706.0,Other Industrial Machinery Manufacturing ,65150.0,65150.0,1
93706.0,Other Management Consulting Services ,15625.0,15625.0,1
93706.0,Other Miscellaneous Durable Goods Merchant Wholesalers ,1000000.0,2000000.0,0
93706.0,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,350000.0,1000000.0,0
93706.0,Other Motor Vehicle Parts Manufacturing,150000.0,350000.0,0
93706.0,Other Noncitrus Fruit Farming ,106156.0,106156.0,1
93706.0,Other Personal and Household Goods Repair and Maintenance ,9806.0,9806.0,1
93706.0,Other Residential Care Facilities ,150000.0,350000.0,0
93706.0,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",77487.0,77487.0,1
93706.0,Other Spectator Sports ,46337.0,46337.0,1
93706.0,Other Technical and Trade Schools ,15908.0,15908.0,1
93706.0,Other Waste Collection ,350000.0,1000000.0,0
93706.0,Packaging Machinery Manufacturing ,120387.97,120387.97,1
93706.0,Painting and Wall Covering Contractors,34582.0,34582.0,1
93706.0,Paper Bag and Coated and Treated Paper Manufacturing,43265.86,43265.86,1
93706.0,Petroleum Lubricating Oil and Grease Manufacturing ,75000.0,75000.0,1
93706.0,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,13475.0,13475.0,1
93706.0,"Plumbing, Heating, and Air-Conditioning Contractors ",226256.0,426256.0,2
93706.0,Postharvest Crop Activities (except Cotton Ginning) ,1000000.0,2000000.0,0
93706.0,Potato Farming ,56800.0,56800.0,1
93706.0,Poultry Hatcheries,16046.46,16046.46,1
93706.0,Prefabricated Metal Building and Component Manufacturing ,150000.0,350000.0,0
93706.0,Recyclable Material Merchant Wholesalers ,149974.25,149974.25,1
93706.0,Religious Organizations ,34799.97,34799.97,2
93706.0,Remediation Services ,1000000.0,2000000.0,0
93706.0,Residential Remodelers ,20354.47,20354.47,2
93706.0,Roasted Nuts and Peanut Butter Manufacturing ,150000.0,350000.0,0
93706.0,Roofing Contractors ,350000.0,1000000.0,0
93706.0,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",20833.0,20833.0,1
93706.0,Services for the Elderly and Persons with Disabilities ,150000.0,350000.0,0
93706.0,Sheet Metal Work Manufacturing ,500000.0,1350000.0,0
93706.0,Sign Manufacturing,50400.0,50400.0,1
93706.0,Site Preparation Contractors,2000000.0,5000000.0,0
93706.0,Soybean Farming,150000.0,350000.0,0
93706.0,Special Needs Transportation ,1132.0,1132.0,1
93706.0,"Specialized Freight (except Used Goods) Trucking, Long-Distance ",285077.0,485077.0,2
93706.0,Supermarkets and Other Grocery (except Convenience) Stores ,103980.0,103980.0,2
93706.0,Support Activities for Animal Production,12193.0,12193.0,1
93706.0,Support Activities for Rail Transportation,150000.0,350000.0,0
93706.0,Temporary Shelters ,350000.0,1000000.0,0
93706.0,Tire Dealers ,105410.0,105410.0,2
93706.0,Tire Retreading ,350000.0,1000000.0,0
93706.0,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,2000000.0,5000000.0,0
93706.0,Tree Nut Farming ,324004.58,524004.58,3
93706.0,Truck Trailer Manufacturing ,87520.0,87520.0,1
93706.0,UNKNOWN,532704.65,1182704.65,4
93706.0,Urethane and Other Foam Product (except Polystyrene) Manufacturing,150000.0,350000.0,0
93706.0,Used Car Dealers ,13906.45,13906.45,1
93706.0,Veterinary Services ,140900.0,140900.0,1
93706.0,Vocational Rehabilitation Services ,150000.0,350000.0,0
93706.0,Water and Sewer Line and Related Structures Construction ,35222.8,35222.8,1
93706.0,Welding and Soldering Equipment Manufacturing ,10170.0,10170.0,1
93706.0,Wireless Telecommunications Carriers (except Satellite),5706.0,5706.0,1
93706.0,Wood Container and Pallet Manufacturing,116998.0,116998.0,2
93706.0,Wood Kitchen Cabinet and Countertop Manufacturing,150000.0,350000.0,0
93709.0,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",150000.0,350000.0,0
93711.0,Administrative Management and General Management Consulting Services ,1184618.0,2484618.0,12
93711.0,Advertising Agencies,223293.0,423293.0,3
93711.0,All Other Amusement and Recreation Industries ,9802.0,9802.0,1
93711.0,All Other Business Support Services ,385452.0,1035452.0,2
93711.0,All Other Home Furnishings Stores ,35512.009999999995,35512.009999999995,2
93711.0,All Other Information Services,56941.0,56941.0,1
93711.0,All Other Insurance Related Activities ,530711.0,1180711.0,2
93711.0,All Other Legal Services ,35833.0,35833.0,2
93711.0,All Other Miscellaneous Ambulatory Health Care Services ,193940.0,393940.0,3
93711.0,All Other Miscellaneous Crop Farming ,193885.0,193885.0,5
93711.0,All Other Miscellaneous Manufacturing ,350000.0,1000000.0,0
93711.0,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,403832.0,403832.0,16
93711.0,All Other Nondepository Credit Intermediation ,287500.0,487500.0,1
93711.0,All Other Outpatient Care Centers ,189140.87,189140.87,4
93711.0,All Other Personal Services ,228274.91,428274.91000000003,7
93711.0,"All Other Professional, Scientific, and Technical Services",2253513.0,5253513.0,6
93711.0,All Other Publishers ,53250.0,53250.0,3
93711.0,All Other Specialty Food Stores ,47796.0,47796.0,2
93711.0,All Other Specialty Trade Contractors,318728.0,518728.0,4
93711.0,All Other Support Services,520282.0,1170282.0,3
93711.0,All Other Traveler Accommodation ,102550.0,102550.0,1
93711.0,Ambulance Services ,122576.0,122576.0,1
93711.0,Amusement and Theme Parks ,4205.23,4205.23,1
93711.0,Apparel Accessories and Other Apparel Manufacturing ,11771.0,11771.0,2
93711.0,Apple Orchards ,1000000.0,2000000.0,0
93711.0,Appliance Repair and Maintenance ,81427.0,81427.0,1
93711.0,Apprenticeship Training ,150000.0,350000.0,0
93711.0,Architectural Services,2556781.0,6206781.0,3
93711.0,Automobile Driving Schools ,42874.0,42874.0,1
93711.0,"Automotive Body, Paint, and Interior Repair and Maintenance ",350000.0,1000000.0,0
93711.0,Baked Goods Stores ,41327.0,41327.0,2
93711.0,Beauty Salons ,130404.93999999999,130404.93999999999,20
93711.0,Beef Cattle Ranching and Farming ,350000.0,1000000.0,0
93711.0,"Beer, Wine, and Liquor Stores ",41468.67,41468.67,3
93711.0,Berry (except Strawberry) Farming ,150000.0,350000.0,0
93711.0,"Book, Periodical, and Newspaper Merchant Wholesalers ",1000000.0,2000000.0,0
93711.0,Business Associations ,1085150.0,2085150.0,1
93711.0,Car Washes ,202440.0,402440.0,1
93711.0,Caterers,469451.0,1119451.0,1
93711.0,Cattle Feedlots ,150000.0,350000.0,0
93711.0,Charter Bus Industry,150000.0,350000.0,0
93711.0,Child Day Care Services ,378384.0,778384.0,1
93711.0,Child and Youth Services ,513072.5,1363072.5,1
93711.0,Children's and Infants' Clothing Stores ,20612.0,20612.0,1
93711.0,Civic and Social Organizations ,160437.0,160437.0,2
93711.0,Claims Adjusting ,350000.0,1000000.0,0
93711.0,Clothing Accessories Stores ,25827.0,25827.0,1
93711.0,Coin-Operated Laundries and Drycleaners ,35182.1,35182.1,1
93711.0,Commercial Photography ,92700.0,92700.0,1
93711.0,Commercial Printing (except Screen and Books) ,104285.0,104285.0,1
93711.0,Commercial and Institutional Building Construction ,826928.0,1426928.0,7
